,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Rower,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Czas rozpoczęcia,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Samochód,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia,ŹRÓDŁO Godzina rozpoczęcia
4966,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,2.0,1.0,4,1,1,1,0,1,0.0,20:00:00,praca,90.0,dom,13.0,4,praca-dom,1,0.0,3359.9562507329247,45-60_K,1,0,0,0,0,20
4968,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,1,0,1.0,10:00:00,dom,331.0,inne,14.0,2,dom-inne,2,0.0,736.1459184292121,61-x_K,0,1,0,0,0,10
4969,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,1,0,1.0,10:30:00,inne,14.0,dom,331.0,2,inne-dom,2,0.0,736.1459184292121,61-x_K,1,0,0,0,0,10
4970,4,3,3,0,0,0,0,0,0,1,1,0,0,0,0,2.0,2.0,2.0,4,0,0,0,1,0,0.0,09:00:00,dom,331.0,inne,24.0,1,dom-inne,0,1.0,712.3608807341709,45-65_M,0,1,0,0,0,9
4971,4,3,3,0,0,0,0,0,0,1,1,0,0,0,0,2.0,2.0,2.0,4,0,0,0,1,0,0.0,09:30:00,inne,24.0,dom,331.0,1,inne-dom,0,1.0,712.3608807341709,45-65_M,1,0,0,0,0,9
4972,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,3,1,1,0,1,0,0.0,07:00:00,dom,331.0,praca,71.0,1,dom-praca,0,1.0,2499.809164089802,25-44_K,0,0,1,0,0,7
4973,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,3,1,1,0,1,0,0.0,18:00:00,praca,71.0,dom,331.0,3,praca-dom,0,1.0,2499.809164089802,25-44_K,1,0,0,0,0,18
4974,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,1,1,0,0.0,12:10:00,dom,331.0,inne,335.0,2,dom-inne,1,1.0,1726.6153469266685,45-60_K,0,1,0,0,0,12
4975,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,1,1,0,0.0,12:50:00,inne,335.0,dom,331.0,2,inne-dom,1,1.0,1726.6153469266685,45-60_K,1,0,0,0,0,12
4976,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,1,1,0,0.0,07:45:00,dom,331.0,inne,335.0,1,dom-inne,0,1.0,1726.6153469266685,45-65_M,0,1,0,0,0,7
4977,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,1,1,0,0.0,08:05:00,inne,335.0,praca,4.0,1,inne-praca,0,1.0,2829.1012533220587,45-65_M,0,0,1,0,0,8
4978,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,0,0,0,0,0,0,1.0,07:45:00,dom,331.0,szkoła,335.0,1,dom-szkoła,0,1.0,1726.6153469266685,6-15_M,0,0,0,1,0,7
4979,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,0,0,0,0,0,0,1.0,13:00:00,szkoła,335.0,dom,331.0,2,szkoła-dom,1,1.0,1726.6153469266685,6-15_M,1,0,0,0,0,13
4980,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,1,0.5,18:00:00,inne,99.0,dom,98.0,3,inne-dom,2,1.0,542.2040286006015,45-60_K,1,0,0,0,0,18
4981,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,16:00:00,dom,6.0,inne,7.0,3,dom-inne,2,1.0,383.3428687636152,25-44_M,0,1,0,0,0,16
4982,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,16:30:00,inne,7.0,dom,6.0,3,inne-dom,2,1.0,383.3428687636152,25-44_M,1,0,0,0,0,16
4983,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,08:20:00,dom,7.0,praca,107.0,1,dom-praca,0,1.0,4114.438195475071,25-44_K,0,0,1,0,0,8
4984,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,20:50:00,praca,107.0,dom,7.0,4,praca-dom,0,1.0,4114.438195475071,25-44_K,1,0,0,0,0,20
4987,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,12:00:00,dom,7.0,inne,1.0,2,dom-inne,2,1.0,616.8718612242992,45-65_M,0,1,0,0,0,12
4988,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,13:00:00,inne,1.0,dom,7.0,2,inne-dom,2,1.0,616.8718612242992,45-65_M,1,0,0,0,0,13
4989,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1.0,0.0,4,0,1,0,1,0,0.0,06:00:00,dom,7.0,praca,110.0,1,dom-praca,0,1.0,4659.435087717368,45-65_M,0,0,1,0,0,6
4990,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1.0,0.0,4,0,1,0,1,0,0.0,17:00:00,praca,110.0,dom,7.0,3,praca-dom,0,1.0,4659.435087717368,45-65_M,1,0,0,0,0,17
4992,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,06:30:00,dom,7.0,praca,44.0,1,dom-praca,2,0.0,1175.6905444176055,45-60_K,0,0,1,0,0,6
4993,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,4.0,4,1,1,1,1,0,0.0,15:45:00,praca,44.0,dom,7.0,3,praca-dom,2,0.0,1175.6905444176055,45-60_K,1,0,0,0,0,15
4994,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,2,0,1,0,0,0,0.0,20:00:00,dom,7.0,inne,4.0,4,dom-inne,2,0.0,1028.4287684965236,20-24_M,0,1,0,0,0,20
4995,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,2,0,1,0,0,0,0.0,21:15:00,inne,4.0,dom,7.0,4,inne-dom,2,0.0,1028.4287684965236,20-24_M,1,0,0,0,0,21
4996,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,1.0,0.0,5,1,0,1,0,0,1.0,10:30:00,dom,7.0,inne,86.0,2,dom-inne,1,0.0,5233.605678367197,61-x_K,0,1,0,0,0,10
4997,2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0,1.0,0.0,5,1,0,1,0,0,1.0,15:00:00,inne,86.0,dom,7.0,3,inne-dom,1,0.0,5233.605678367197,61-x_K,1,0,0,0,0,15
4999,2,2,3,0,0,0,1,1,0,0,0,0,0,1,0,2.0,2.0,1.0,5,1,1,0,1,0,0.5,09:10:00,dom,296.0,inne,297.0,1,dom-inne,2,1.0,861.7736405049342,61-x_K,0,1,0,0,0,9
5000,2,2,3,0,0,0,1,1,0,0,0,0,0,1,0,2.0,2.0,1.0,5,1,1,0,1,0,0.5,09:30:00,inne,297.0,dom,296.0,1,inne-dom,2,1.0,861.7736405049342,61-x_K,1,0,0,0,0,9
5003,2,2,4,0,1,1,0,0,0,0,0,0,0,0,1,8.0,7.0,5.0,4,1,1,1,1,0,0.0,07:10:00,dom,297.0,praca,30.0,1,dom-praca,0,4.0,5273.77642380769,45-60_K,0,0,1,0,0,7
5004,2,2,4,0,1,1,0,0,0,0,0,0,0,0,1,8.0,7.0,5.0,4,1,1,1,1,0,0.0,16:45:00,praca,30.0,dom,297.0,3,praca-dom,0,4.0,5273.77642380769,45-60_K,1,0,0,0,0,16
5008,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,3,0,1,1,1,0,0.0,19:00:00,dom,297.0,inne,1.0,4,dom-inne,0,2.0,7161.907582517962,25-44_M,0,1,0,0,0,19
5009,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,3,0,1,1,1,0,0.0,20:30:00,inne,1.0,dom,297.0,4,inne-dom,0,2.0,7161.907582517962,25-44_M,1,0,0,0,0,20
5011,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,5.0,5.0,7.0,3,1,1,1,1,0,0.0,09:00:00,dom,297.0,praca,96.0,1,dom-praca,0,1.0,3942.017933770883,25-44_K,0,0,1,0,0,9
5012,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,5.0,5.0,7.0,3,1,1,1,1,0,0.0,17:00:00,praca,96.0,dom,297.0,3,praca-dom,0,1.0,3942.017933770883,25-44_K,1,0,0,0,0,17
5016,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,0,0.0,09:00:00,dom,297.0,inne,297.0,1,dom-inne,2,1.0,0.0,45-60_K,0,1,0,0,0,9
5017,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,0,0,0.0,09:45:00,inne,297.0,dom,297.0,1,inne-dom,2,1.0,0.0,45-60_K,1,0,0,0,0,9
5018,3,3,3,0,1,0,1,0,1,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,0,1,0,0.0,09:06:00,dom,298.0,praca,135.0,1,dom-praca,0,1.0,11347.689853721828,45-65_M,0,0,1,0,0,9
5019,3,3,3,0,1,0,1,0,1,0,0,0,0,0,0,3.0,3.0,0.0,4,0,1,0,1,0,0.0,20:00:00,praca,135.0,dom,298.0,4,praca-dom,0,1.0,11347.689853721828,45-65_M,1,0,0,0,0,20
5023,2,1,4,0,0,0,1,0,1,1,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,09:30:00,dom,356.0,praca,305.0,1,dom-praca,1,2.0,2456.962810328433,45-60_K,0,0,1,0,0,9
5024,2,1,4,0,0,0,1,0,1,1,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,16:30:00,praca,305.0,dom,356.0,3,praca-dom,1,2.0,2456.962810328433,45-60_K,1,0,0,0,0,16
5026,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,6.0,5.0,6.0,3,1,1,1,1,0,0.0,15:00:00,dom,287.0,inne,355.0,3,dom-inne,0,7.0,2561.1492408037184,25-44_K,0,1,0,0,0,15
5027,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,6.0,5.0,6.0,3,1,1,1,1,0,0.0,15:30:00,inne,355.0,dom,287.0,3,inne-dom,0,7.0,2561.1492408037184,25-44_K,1,0,0,0,0,15
5030,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,0,0,0,1,0,0.5,09:00:00,dom,288.0,inne,360.0,1,dom-inne,3,1.0,1608.7394472088504,45-65_M,0,1,0,0,0,9
5031,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,0,0,0,1,0,0.5,10:00:00,inne,360.0,dom,288.0,2,inne-dom,3,1.0,1608.7394472088504,45-65_M,1,0,0,0,0,10
5033,2,3,3,0,0,0,1,1,0,0,0,0,1,0,0,5.0,5.0,2.0,3,1,1,1,0,0,0.0,17:30:00,dom,290.0,praca,30.0,3,dom-praca,1,0.0,4789.163848832144,25-44_K,0,0,1,0,0,17
5040,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,07:00:00,dom,291.0,praca,30.0,1,dom-praca,0,1.0,4502.058132914718,25-44_K,0,0,1,0,0,7
5041,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,15:10:00,praca,30.0,dom,291.0,3,praca-dom,0,1.0,4502.058132914718,25-44_K,1,0,0,0,0,15
5049,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,4,0,1,0,0,1,0.0,07:00:00,dom,273.0,praca,194.0,1,dom-praca,0,0.0,5853.051100342061,45-65_M,0,0,1,0,0,7
5050,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,4,0,1,0,0,1,0.0,15:00:00,praca,194.0,dom,273.0,3,praca-dom,0,0.0,5853.051100342061,45-65_M,1,0,0,0,0,15
5051,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,0,1,1,0.0,08:40:00,dom,273.0,praca,58.0,1,dom-praca,1,0.0,6957.672142187743,25-44_K,0,0,1,0,0,8
5052,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,0,1,1,0.0,18:20:00,praca,58.0,dom,273.0,3,praca-dom,1,0.0,6957.672142187743,25-44_K,1,0,0,0,0,18
5053,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4,1,1,1,1,0,0.0,07:00:00,dom,275.0,praca,113.0,1,dom-praca,0,3.0,9950.961695749485,45-60_K,0,0,1,0,0,7
5054,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,4,1,1,1,1,0,0.0,16:00:00,praca,113.0,dom,275.0,3,praca-dom,0,3.0,9950.961695749485,45-60_K,1,0,0,0,0,16
5063,2,4,4,0,0,1,0,0,1,0,0,0,1,0,0,4.0,4.0,3.0,5,1,1,0,1,0,0.0,06:50:00,dom,71.0,praca,215.0,1,dom-praca,0,3.0,11353.090666397778,61-x_K,0,0,1,0,0,6
5064,2,4,4,0,0,1,0,0,1,0,0,0,1,0,0,4.0,4.0,3.0,5,1,1,0,1,0,0.0,17:25:00,praca,215.0,dom,71.0,3,praca-dom,0,3.0,11353.090666397778,61-x_K,1,0,0,0,0,17
5069,3,3,3,0,0,1,0,0,0,1,0,0,1,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,09:00:00,dom,72.0,inne,30.0,1,dom-inne,2,1.0,1794.8423161443118,61-x_K,0,1,0,0,0,9
5070,3,3,3,0,0,1,0,0,0,1,0,0,1,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,10:20:00,inne,30.0,dom,72.0,2,inne-dom,2,1.0,1794.8423161443118,61-x_K,1,0,0,0,0,10
5072,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,5,1,1,0,1,0,0.5,19:00:00,dom,72.0,inne,4.0,4,dom-inne,0,0.0,2563.9709239229906,61-x_K,0,1,0,0,0,19
5073,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,5,1,1,0,1,0,0.5,21:00:00,inne,4.0,dom,72.0,4,inne-dom,0,0.0,2563.9709239229906,61-x_K,1,0,0,0,0,21
5076,3,3,2,0,0,0,0,0,1,0,0,0,1,0,1,3.0,3.0,7.0,4,0,0,1,0,0,0.0,05:30:00,dom,306.0,praca,306.0,1,dom-praca,2,1.0,0.0,45-65_M,0,0,1,0,0,5
5077,3,3,2,0,0,0,0,0,1,0,0,0,1,0,1,3.0,3.0,7.0,4,0,0,1,0,0,0.0,13:45:00,praca,306.0,dom,306.0,2,praca-dom,2,1.0,0.0,45-65_M,1,0,0,0,0,13
5084,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,06:45:00,dom,98.0,praca,266.0,1,dom-praca,0,1.0,9508.223794656265,66-x_M,0,0,1,0,0,6
5085,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,15:45:00,praca,266.0,dom,98.0,3,praca-dom,0,1.0,9508.223794656265,66-x_M,1,0,0,0,0,15
5091,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,5.0,4,0,1,1,1,0,0.0,05:30:00,dom,318.0,inne,183.0,1,dom-inne,0,3.0,13020.829521046488,45-65_M,0,1,0,0,0,5
5092,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,5.0,4,0,1,1,1,0,0.0,08:15:00,inne,183.0,dom,318.0,1,inne-dom,0,3.0,13020.829521046488,45-65_M,1,0,0,0,0,8
5096,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,4,0,0,0,1,0,1.0,09:00:00,dom,318.0,inne,340.0,1,dom-inne,0,1.0,5399.217002823918,45-65_M,0,1,0,0,0,9
5097,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,1.0,4,0,0,0,1,0,1.0,09:15:00,inne,340.0,dom,318.0,1,inne-dom,0,1.0,5399.217002823918,45-65_M,1,0,0,0,0,9
5099,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,5,1,1,0,1,0,1.0,10:30:00,dom,319.0,inne,317.0,2,dom-inne,0,2.0,2282.8283146725007,61-x_K,0,1,0,0,0,10
5100,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,5,1,1,0,1,0,1.0,11:30:00,inne,317.0,dom,319.0,2,inne-dom,0,2.0,2282.8283146725007,61-x_K,1,0,0,0,0,11
5104,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,4,0,1,0,1,0,0.0,09:00:00,dom,230.0,inne,230.0,1,dom-inne,0,2.0,0.0,45-65_M,0,1,0,0,0,9
5105,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,1.0,4,0,1,0,1,0,0.0,09:50:00,inne,230.0,dom,230.0,1,inne-dom,0,2.0,0.0,45-65_M,1,0,0,0,0,9
5106,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,07:30:00,dom,230.0,praca,252.0,1,dom-praca,0,2.0,4684.729407539125,45-65_M,0,0,1,0,0,7
5107,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,0,0.0,16:00:00,praca,252.0,dom,230.0,3,praca-dom,0,2.0,4684.729407539125,45-65_M,1,0,0,0,0,16
5108,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,11:30:00,dom,230.0,praca,131.0,2,dom-praca,0,2.0,10481.864206725297,45-60_K,0,0,1,0,0,11
5109,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,20:00:00,praca,131.0,dom,230.0,4,praca-dom,0,2.0,10481.864206725297,45-60_K,1,0,0,0,0,20
5111,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,1,0.5,14:00:00,dom,230.0,inne,228.0,3,dom-inne,1,0.0,954.043335183309,61-x_K,0,1,0,0,0,14
5112,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,1,0.5,18:30:00,inne,228.0,dom,230.0,3,inne-dom,1,0.0,954.043335183309,61-x_K,1,0,0,0,0,18
5114,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,0.5,09:30:00,dom,230.0,inne,213.0,1,dom-inne,1,1.0,4372.8542181685725,61-x_K,0,1,0,0,0,9
5115,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,0.5,12:30:00,inne,213.0,dom,230.0,2,inne-dom,1,1.0,4372.8542181685725,61-x_K,1,0,0,0,0,12
5118,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,5,1,0,1,0,1,0.5,08:00:00,dom,232.0,inne,116.0,1,dom-inne,1,0.0,8117.516254705709,61-x_K,0,1,0,0,0,8
5119,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,5,1,0,1,0,1,0.5,19:00:00,inne,116.0,dom,232.0,4,inne-dom,1,0.0,8117.516254705709,61-x_K,1,0,0,0,0,19
5120,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,12:00:00,dom,232.0,praca,4.0,2,dom-praca,0,3.0,12231.738216935086,25-44_M,0,0,1,0,0,12
5121,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,19:00:00,praca,4.0,dom,232.0,4,praca-dom,0,3.0,12231.738216935086,25-44_M,1,0,0,0,0,19
5122,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,07:30:00,dom,232.0,szkoła,218.0,1,dom-szkoła,0,3.0,1948.724294722025,25-44_K,0,0,0,1,0,7
5123,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,08:00:00,szkoła,218.0,dom,232.0,1,szkoła-dom,0,3.0,1948.724294722025,25-44_K,1,0,0,0,0,8
5124,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.0,3,0,1,0,1,0,0.0,06:00:00,dom,232.0,praca,3.0,1,dom-praca,0,1.0,12165.646884258605,25-44_M,0,0,1,0,0,6
5125,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,2.0,3,0,1,0,1,0,0.0,19:00:00,praca,3.0,dom,232.0,4,praca-dom,0,1.0,12165.646884258605,25-44_M,1,0,0,0,0,19
5129,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,1,1,1,1,0,0.0,07:45:00,dom,216.0,praca,218.0,1,dom-praca,0,1.0,665.4133906211754,25-44_K,0,0,1,0,0,7
5130,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,1,1,1,1,0,0.0,15:05:00,praca,218.0,inne,229.0,3,praca-inne,0,1.0,1133.5995053235877,25-44_K,0,1,0,0,0,15
5131,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,1,1,1,1,0,0.0,15:30:00,inne,229.0,dom,216.0,3,inne-dom,0,1.0,1363.1521686510357,25-44_K,1,0,0,0,0,15
5135,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,0,1,1,1,1,0.0,10:10:00,dom,216.0,praca,215.0,2,dom-praca,1,1.0,1122.0095591581248,25-44_M,0,0,1,0,0,10
5136,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,1.0,3,0,1,1,1,1,0.0,17:05:00,praca,215.0,dom,216.0,3,praca-dom,0,1.0,1122.0095591581248,25-44_M,1,0,0,0,0,17
5147,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,07:30:00,dom,178.0,praca,343.0,1,dom-praca,0,2.0,6959.800745730955,45-60_K,0,0,1,0,0,7
5148,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,17:00:00,praca,343.0,dom,178.0,3,praca-dom,0,2.0,6959.800745730955,45-60_K,1,0,0,0,0,17
5149,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,18:30:00,dom,178.0,inne,14.0,3,dom-inne,1,2.0,5440.393102466621,45-60_K,0,1,0,0,0,18
5150,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,1,1,0,1,0,0.0,22:00:00,inne,14.0,dom,178.0,4,inne-dom,1,2.0,5440.393102466621,45-60_K,1,0,0,0,0,22
5152,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,10:00:00,dom,178.0,praca,252.0,2,dom-praca,0,2.0,6385.130999369606,25-44_M,0,0,1,0,0,10
5153,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,14:00:00,praca,252.0,dom,178.0,3,praca-dom,0,2.0,6385.130999369606,25-44_M,1,0,0,0,0,14
5154,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,0,1,1,1,0,0.0,07:45:00,dom,178.0,praca,9.0,1,dom-praca,3,2.0,5095.526151004456,45-65_M,0,0,1,0,0,7
5155,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,0,1,1,1,0,0.0,16:30:00,praca,9.0,dom,178.0,3,praca-dom,3,2.0,5095.526151004456,45-65_M,1,0,0,0,0,16
5156,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,07:15:00,dom,178.0,praca,10.0,1,dom-praca,0,2.0,4882.243366942524,25-44_K,0,0,1,0,0,7
5157,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,16:00:00,praca,10.0,dom,178.0,3,praca-dom,0,2.0,4882.243366942524,25-44_K,1,0,0,0,0,16
5158,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,17:10:00,dom,178.0,szkoła,179.0,3,dom-szkoła,2,2.0,761.3024374377167,25-44_K,0,0,0,1,0,17
5159,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,18:20:00,szkoła,179.0,dom,178.0,3,szkoła-dom,2,2.0,761.3024374377167,25-44_K,1,0,0,0,0,18
5160,3,2,4,0,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,07:30:00,dom,178.0,szkoła,179.0,1,dom-szkoła,0,2.0,761.3024374377167,6-15_K,0,0,0,1,0,7
5161,3,2,4,0,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,1,1,0,0,0,0.5,16:30:00,szkoła,179.0,inne,63.0,3,szkoła-inne,0,2.0,4358.179393779946,6-15_K,0,1,0,0,0,16
